ticker,issuer,portfolio_pct,shares,value,reported_price,activity
RBC,RBC Bearings Inc.,9.95,2344911,1051528000.0,448.43,Reduce 6.99%
DASH,DoorDash Inc.,7.67,3578745,810514000.0,226.48,Add 114.08%
MELI,Mercadolibre Inc.,5.87,307932,620255000.0,2014.26,Add 75.52%
CPNG,Coupang Inc.,5.46,24452985,576846000.0,23.59,Reduce 1.53%
APG,APi Group Corp.,5.44,15017378,574565000.0,38.26,Add 0.80%
XPO,XPO Logistics,5.08,3949100,536722000.0,135.91,Reduce 8.82%
CIGI,Colliers International Group Inc.,4.69,3369760,495388000.0,147.01,Reduce 8.90%
FOUR,Shift4 Payments Inc. CL A,3.94,6606969,416041000.0,62.97,Add 17.43%
CVNA,Carvana Co.,3.69,925045,390387000.0,422.02,Add 3.65%
FERG,Ferguson Enterprises Inc.,3.29,1561342,347602000.0,222.63,Add 43.38%
RKT,Rocket Companies Inc.,3.2,17470197,338223000.0,19.36,Add 58.95%
SHOP,Shopify Inc.,3.11,2043219,328897000.0,160.97,Reduce 55.03%
AYI,Acuity Brands Inc.,2.78,815322,293549000.0,360.04,Reduce 40.21%
MDLN,Medline Inc Cl A,2.74,6900000,289800000.0,42.0,Buy
OPCH,Option Care Health Inc.,2.71,8991254,286461000.0,31.86,Add 20.98%
PRVA,Privia Health Group Inc.,2.71,12087843,286603000.0,23.71,Add 3.39%
AFRM,Affirm Holdings Inc.,2.59,3681173,273990000.0,74.43,Reduce 41.28%
Q,Qnity Electronics Inc.,2.16,2800861,228690000.0,81.65,Buy
VEEV,Veeva Systems Inc.,2.01,951896,212492000.0,223.23,Reduce 24.38%
ULS,Ul Solutions Inc   Class A,1.91,2563523,202159000.0,78.86,Buy
CLH,Clean Harbors Inc.,1.85,834763,195735000.0,234.48,Add 45.51%
WRBY,Warby Parker Inc.,1.51,7310605,159298000.0,21.79,Reduce 16.48%
VSEC,VSE Corp.,1.44,879228,151904000.0,172.77,Add 1.64%
DSGX,Descartes Systems Group,1.42,1710202,149916000.0,87.66,Buy
SRAD,Sportradar Group AG,1.34,5956331,141582000.0,23.77,Buy
TWLO,Twilio Inc.,1.29,962089,136848000.0,142.24,Buy
TECH,Bio-Techne Corp.,1.16,2088891,122848000.0,58.81,Add 49.64%
YOU,Clear Secure Inc.,1.15,3461549,121431000.0,35.08,Reduce 45.63%
GSHD,Goosehead Insurance Inc.,1.09,1562969,115113000.0,73.65,Add 1.35%
APP,Applovin Corp.,1.04,163405,110106000.0,673.82,Reduce 13.01%
BKNG,Booking Holdings Inc.,0.93,456850,97863000.0,214.21,Reduce 66.97%
RBLX,Roblox Corp.,0.89,1162730,94216000.0,81.03,Reduce 67.06%
CBZ,CBIZ Inc.,0.78,1631969,82333000.0,50.45,Reduce 58.42%
TOST,Toast Inc.,0.77,2299023,81638000.0,35.51,Reduce 63.86%
FSV,Firstservice Corp,0.64,436598,67904000.0,155.53,Reduce 80.30%
FIG,Figma Inc Cl A,0.61,1727263,64548000.0,37.37,Reduce 67.83%
ANDG,Andersen Group Inc   A,0.41,1670485,43316000.0,25.93,Buy
AUR,Aurora Innovation Inc.,0.25,6768585,25991000.0,3.84,Reduce 43.80%
IWM,iShares Russell 2000 ETF,0.23,96776,23822000.0,246.16,Buy
DUOL,Duolingo Inc.,0.2,119181,20916000.0,175.5,Reduce 86.38%
